,year,pop,lifeexp,gdppercap,country,continent
109,1957.0,8989111.0,69.24,9714.960623,belgium,europe
110,1962.0,9218400.0,70.25,10991.20676,belgium,europe
111,1967.0,9556500.0,70.94,13149.04119,belgium,europe
112,1972.0,9709100.0,71.44,16672.14356,belgium,europe
113,1977.0,9821800.0,72.8,19117.97448,belgium,europe
114,1982.0,9856303.0,73.93,20979.84589,belgium,europe
115,1987.0,9870200.0,75.35,22525.56308,belgium,europe
116,1992.0,10045622.0,76.46,25575.57069,belgium,europe
117,1997.0,10199787.0,77.53,27561.196630000002,belgium,europe
118,2002.0,10311970.0,78.32,30485.88375,belgium,europe
119,2007.0,10392226.0,79.441,33692.60508,belgium,europe
120,1952.0,1738315.0,38.223,1062.7522,benin,africa
121,1957.0,1925173.0,40.358000000000004,959.6010805,benin,africa
122,1962.0,2151895.0,42.618,949.4990641,benin,africa
123,1967.0,2427334.0,44.885,1035.831411,benin,africa
124,1972.0,2761407.0,47.013999999999996,1085.796879,benin,africa
125,1977.0,3168267.0,49.19,1029.161251,benin,africa
126,1982.0,3641603.0,50.903999999999996,1277.897616,benin,africa
127,1987.0,4243788.0,52.336999999999996,1225.85601,benin,africa
128,1992.0,4981671.0,53.919,1191.207681,benin,africa
129,1997.0,6066080.0,54.777,1232.975292,benin,africa
130,2002.0,7026113.0,54.406000000000006,1372.877931,benin,africa
131,2007.0,8078314.0,56.728,1441.284873,benin,africa
132,1952.0,2883315.0,40.414,2677.3263469999997,bolivia,americas
133,1957.0,3211738.0,41.89,2127.686326,bolivia,americas
134,1962.0,3593918.0,43.428000000000004,2180.972546,bolivia,americas
135,1967.0,4040665.0,45.032,2586.886053,bolivia,americas
136,1972.0,4565872.0,46.714,2980.331339,bolivia,americas
137,1977.0,5079716.0,50.023,3548.097832,bolivia,americas
138,1982.0,5642224.0,53.858999999999995,3156.510452,bolivia,americas
139,1987.0,6156369.0,57.251000000000005,2753.6914899999997,bolivia,americas
140,1992.0,6893451.0,59.957,2961.699694,bolivia,americas
141,1997.0,7693188.0,62.05,3326.143191,bolivia,americas
142,2002.0,8445134.0,63.883,3413.26269,bolivia,americas
143,2007.0,9119152.0,65.554,3822.1370840000004,bolivia,americas
144,1952.0,2791000.0,53.82,973.5331947999999,bosnia and herzegovina,europe
145,1957.0,3076000.0,58.45,1353.989176,bosnia and herzegovina,europe
146,1962.0,3349000.0,61.93,1709.683679,bosnia and herzegovina,europe
147,1967.0,3585000.0,64.79,2172.3524230000003,bosnia and herzegovina,europe
148,1972.0,3819000.0,67.45,2860.16975,bosnia and herzegovina,europe
149,1977.0,4086000.0,69.86,3528.481305,bosnia and herzegovina,europe
150,1982.0,4172693.0,70.69,4126.613157,bosnia and herzegovina,europe
151,1987.0,4338977.0,71.14,4314.114757,bosnia and herzegovina,europe
152,1992.0,4256013.0,72.178,2546.781445,bosnia and herzegovina,europe
153,1997.0,3607000.0,73.244,4766.355904,bosnia and herzegovina,europe
154,2002.0,4165416.0,74.09,6018.975239,bosnia and herzegovina,europe
155,2007.0,4552198.0,74.852,7446.298803,bosnia and herzegovina,europe
156,1952.0,442308.0,47.622,851.2411407,botswana,africa
157,1957.0,474639.0,49.618,918.2325348999999,botswana,africa
158,1962.0,512764.0,51.52,983.6539764,botswana,africa
159,1967.0,553541.0,53.298,1214.709294,botswana,africa
160,1972.0,619351.0,56.023999999999994,2263.6111140000003,botswana,africa
161,1977.0,781472.0,59.318999999999996,3214.857818,botswana,africa
162,1982.0,970347.0,61.483999999999995,4551.14215,botswana,africa
163,1987.0,1151184.0,63.622,6205.88385,botswana,africa
164,1992.0,1342614.0,62.745,7954.111645,botswana,africa
165,1997.0,1536536.0,52.556000000000004,8647.142313,botswana,africa
166,2002.0,1630347.0,46.63399999999999,11003.60508,botswana,africa
167,2007.0,1639131.0,50.728,12569.851770000001,botswana,africa
168,1952.0,56602560.0,50.917,2108.944355,brazil,americas
169,1957.0,65551171.0,53.285,2487.365989,brazil,americas
170,1962.0,76039390.0,55.665,3336.585802,brazil,americas
171,1967.0,88049823.0,57.632,3429.864357,brazil,americas
172,1972.0,100840058.0,59.504,4985.711467,brazil,americas
173,1977.0,114313951.0,61.489,6660.118654,brazil,americas
174,1982.0,128962939.0,63.336000000000006,7030.835878,brazil,americas
175,1987.0,142938076.0,65.205,7807.095818000001,brazil,americas
176,1992.0,155975974.0,67.057,6950.283020999999,brazil,americas
177,1997.0,168546719.0,69.388,7957.980823999999,brazil,americas
178,2002.0,179914212.0,71.006,8131.212843000001,brazil,americas
179,2007.0,190010647.0,72.39,9065.800825,brazil,americas
180,1952.0,7274900.0,59.6,2444.2866480000002,bulgaria,europe
181,1957.0,7651254.0,66.61,3008.670727,bulgaria,europe
182,1962.0,8012946.0,69.51,4254.337839,bulgaria,europe
183,1967.0,8310226.0,70.42,5577.0028,bulgaria,europe
184,1972.0,8576200.0,70.9,6597.494398,bulgaria,europe
185,1977.0,8797022.0,70.81,7612.240438,bulgaria,europe
186,1982.0,8892098.0,71.08,8224.191647,bulgaria,europe
187,1987.0,8971958.0,71.34,8239.854824,bulgaria,europe
188,1992.0,8658506.0,71.19,6302.6234380000005,bulgaria,europe
189,1997.0,8066057.0,70.32,5970.38876,bulgaria,europe
190,2002.0,7661799.0,72.14,7696.777725,bulgaria,europe
191,2007.0,7322858.0,73.005,10680.79282,bulgaria,europe
192,1952.0,4469979.0,31.975,543.2552413,burkina faso,africa
193,1957.0,4713416.0,34.906,617.1834647999999,burkina faso,africa
194,1962.0,4919632.0,37.814,722.5120206,burkina faso,africa
195,1967.0,5127935.0,40.696999999999996,794.8265597,burkina faso,africa
196,1972.0,5433886.0,43.591,854.7359763000001,burkina faso,africa
197,1977.0,5889574.0,46.137,743.3870368,burkina faso,africa
198,1982.0,6634596.0,48.122,807.1985855,burkina faso,africa
199,1987.0,7586551.0,49.556999999999995,912.0631417000001,burkina faso,africa
200,1992.0,8878303.0,50.26,931.7527731,burkina faso,africa
201,1997.0,10352843.0,50.324,946.2949617999999,burkina faso,africa
202,2002.0,12251209.0,50.65,1037.645221,burkina faso,africa
203,2007.0,14326203.0,52.295,1217.032994,burkina faso,africa
204,1952.0,2445618.0,39.031,339.29645869999996,burundi,africa
205,1957.0,2667518.0,40.533,379.56462810000005,burundi,africa
206,1962.0,2961915.0,42.045,355.2032273,burundi,africa
207,1967.0,3330989.0,43.548,412.97751360000007,burundi,africa
208,1972.0,3529983.0,44.056999999999995,464.0995039,burundi,africa
209,1977.0,3834415.0,45.91,556.1032651,burundi,africa
210,1982.0,4580410.0,47.471000000000004,559.6032309999999,burundi,africa
211,1987.0,5126023.0,48.211000000000006,621.8188188999999,burundi,africa
212,1992.0,5809236.0,44.736000000000004,631.6998778,burundi,africa
213,1997.0,6121610.0,45.326,463.1151478,burundi,africa
214,2002.0,7021078.0,47.36,446.4035126,burundi,africa
215,2007.0,8390505.0,49.58,430.07069160000003,burundi,africa
216,1952.0,4693836.0,39.417,368.46928560000003,cambodia,asia
217,1957.0,5322536.0,41.36600000000001,434.0383364,cambodia,asia
218,1962.0,6083619.0,43.415,496.9136476,cambodia,asia
219,1967.0,6960067.0,45.415,523.4323142,cambodia,asia
220,1972.0,7450606.0,40.317,421.6240257,cambodia,asia
221,1977.0,6978607.0,31.22,524.9721831999999,cambodia,asia
222,1982.0,7272485.0,50.957,624.4754784,cambodia,asia
223,1987.0,8371791.0,53.913999999999994,683.8955732000001,cambodia,asia
224,1992.0,10150094.0,55.803000000000004,682.3031755,cambodia,asia
225,1997.0,11782962.0,56.534,734.28517,cambodia,asia
226,2002.0,12926707.0,56.751999999999995,896.2260152999999,cambodia,asia
227,2007.0,14131858.0,59.723,1713.7786859999999,cambodia,asia
228,1952.0,5009067.0,38.523,1172.667655,cameroon,africa
229,1957.0,5359923.0,40.428000000000004,1313.048099,cameroon,africa
230,1962.0,5793633.0,42.643,1399.607441,cameroon,africa
231,1967.0,6335506.0,44.799,1508.453148,cameroon,africa
232,1972.0,7021028.0,47.049,1684.1465280000002,cameroon,africa
233,1977.0,7959865.0,49.355,1783.432873,cameroon,africa
234,1982.0,9250831.0,52.961000000000006,2367.983282,cameroon,africa
235,1987.0,10780667.0,54.985,2602.664206,cameroon,africa
236,1992.0,12467171.0,54.31399999999999,1793.1632780000002,cameroon,africa
237,1997.0,14195809.0,52.199,1694.337469,cameroon,africa
238,2002.0,15929988.0,49.856,1934.0114489999999,cameroon,africa
239,2007.0,17696293.0,50.43,2042.0952399999999,cameroon,africa
240,1952.0,14785584.0,68.75,11367.16112,canada,americas
241,1957.0,17010154.0,69.96,12489.95006,canada,americas
242,1962.0,18985849.0,71.3,13462.48555,canada,americas
243,1967.0,20819767.0,72.13,16076.58803,canada,americas
244,1972.0,22284500.0,72.88,18970.57086,canada,americas
245,1977.0,23796400.0,74.21,22090.88306,canada,americas
246,1982.0,25201900.0,75.76,22898.79214,canada,americas
247,1987.0,26549700.0,76.86,26626.515030000002,canada,americas
248,1992.0,28523502.0,77.95,26342.88426,canada,americas
249,1997.0,30305843.0,78.61,28954.92589,canada,americas
250,2002.0,31902268.0,79.77,33328.96507,canada,americas
251,2007.0,33390141.0,80.653,36319.235010000004,canada,americas
252,1952.0,1291695.0,35.463,1071.310713,central african republic,africa
253,1957.0,1392284.0,37.464,1190.844328,central african republic,africa
254,1962.0,1523478.0,39.475,1193.068753,central african republic,africa
255,1967.0,1733638.0,41.478,1136.056615,central african republic,africa
256,1972.0,1927260.0,43.457,1070.013275,central african republic,africa
257,1977.0,2167533.0,46.775,1109.374338,central african republic,africa
258,1982.0,2476971.0,48.295,956.7529906999999,central african republic,africa
259,1987.0,2840009.0,50.485,844.8763504000001,central african republic,africa
260,1992.0,3265124.0,49.396,747.9055252,central african republic,africa
261,1997.0,3696513.0,46.066,740.5063317,central african republic,africa
262,2002.0,4048013.0,43.308,738.6906068,central african republic,africa
263,2007.0,4369038.0,44.74100000000001,706.016537,central african republic,africa
264,1952.0,2682462.0,38.092,1178.665927,chad,africa
265,1957.0,2894855.0,39.881,1308.495577,chad,africa
266,1962.0,3150417.0,41.716,1389.817618,chad,africa
267,1967.0,3495967.0,43.601000000000006,1196.810565,chad,africa
268,1972.0,3899068.0,45.568999999999996,1104.103987,chad,africa
269,1977.0,4388260.0,47.383,1133.98495,chad,africa
270,1982.0,4875118.0,49.516999999999996,797.9081006,chad,africa
271,1987.0,5498955.0,51.051,952.3861289999999,chad,africa
272,1992.0,6429417.0,51.724,1058.0643,chad,africa
273,1997.0,7562011.0,51.573,1004.9613529999999,chad,africa
274,2002.0,8835739.0,50.525,1156.18186,chad,africa
275,2007.0,10238807.0,50.651,1704.0637239999999,chad,africa
276,1952.0,6377619.0,54.745,3939.9787890000002,chile,americas
277,1957.0,7048426.0,56.074,4315.6227229999995,chile,americas
278,1962.0,7961258.0,57.924,4519.094331,chile,americas
279,1967.0,8858908.0,60.523,5106.654313,chile,americas
280,1972.0,9717524.0,63.441,5494.024437,chile,americas
281,1977.0,10599793.0,67.05199999999999,4756.763836,chile,americas
282,1982.0,11487112.0,70.565,5095.665738000001,chile,americas
283,1987.0,12463354.0,72.492,5547.063754,chile,americas
284,1992.0,13572994.0,74.126,7596.125964,chile,americas
285,1997.0,14599929.0,75.816,10118.053179999999,chile,americas
286,2002.0,15497046.0,77.86,10778.78385,chile,americas
287,2007.0,16284741.0,78.553,13171.63885,chile,americas
288,1952.0,556263527.9999889,44.0,400.448610699994,china,asia
289,1957.0,637408000.0,50.54896,575.9870009,china,asia
290,1962.0,665770000.0,44.50136,487.6740183,china,asia
291,1967.0,754550000.0,58.381119999999996,612.7056934,china,asia
292,1972.0,862030000.0,63.118880000000004,676.9000921,china,asia
293,1977.0,943455000.0,63.96736,741.2374699,china,asia
294,1982.0,1000281000.0,65.525,962.4213804999999,china,asia
295,1987.0,1084035000.0,67.274,1378.904018,china,asia
296,1992.0,1164970000.0,68.69,1655.784158,china,asia
297,1997.0,1230075000.0,70.426,2289.234136,china,asia
298,2002.0,1280400000.0,72.028,3119.280896,china,asia
299,2007.0,1318683096.0,72.961,4959.1148539999995,china,asia
300,1952.0,12350771.0,50.643,2144.115096,colombia,americas
301,1957.0,14485993.0,55.118,2323.805581,colombia,americas
302,1962.0,17009885.0,57.863,2492.351109,colombia,americas
303,1967.0,19764027.0,59.963,2678.729839,colombia,americas
304,1972.0,22542890.0,61.623000000000005,3264.660041,colombia,americas
305,1977.0,25094412.0,63.836999999999996,3815.80787,colombia,americas
306,1982.0,27764644.0,66.653,4397.575659,colombia,americas
307,1987.0,30964245.0,67.768,4903.2191,colombia,americas
308,1992.0,34202721.0,68.421,5444.648617,colombia,americas
309,1997.0,37657830.0,70.313,6117.3617460000005,colombia,americas
310,2002.0,41008227.0,71.682,5755.259962,colombia,americas
311,2007.0,44227550.0,72.889,7006.580419,colombia,americas
312,1952.0,153936.0,40.715,1102.990936,comoros,africa
313,1957.0,170928.0,42.46,1211.1485480000001,comoros,africa
314,1962.0,191689.0,44.467,1406.648278,comoros,africa
315,1967.0,217378.0,46.472,1876.029643,comoros,africa
316,1972.0,250027.0,48.943999999999996,1937.577675,comoros,africa
317,1977.0,304739.0,50.93899999999999,1172.603047,comoros,africa
318,1982.0,348643.0,52.933,1267.100083,comoros,africa
319,1987.0,395114.0,54.926,1315.980812,comoros,africa
320,1992.0,454429.0,57.93899999999999,1246.90737,comoros,africa
321,1997.0,527982.0,60.66,1173.618235,comoros,africa
322,2002.0,614382.0,62.974,1075.811558,comoros,africa
323,2007.0,710960.0,65.152,986.1478792000001,comoros,africa
324,1952.0,14100005.0,39.143,780.5423257,dem rep congo,africa
325,1957.0,15577932.0,40.652,905.8602302999999,dem rep congo,africa
326,1962.0,17486434.0,42.122,896.3146335000001,dem rep congo,africa
327,1967.0,19941073.0,44.056000000000004,861.5932424,dem rep congo,africa
328,1972.0,23007669.0,45.989,904.8960685000001,dem rep congo,africa
329,1977.0,26480870.0,47.803999999999995,795.757282,dem rep congo,africa
330,1982.0,30646495.0,47.784,673.7478181,dem rep congo,africa
331,1987.0,35481645.0,47.412,672.774812,dem rep congo,africa
332,1992.0,41672143.0,45.548,457.7191807,dem rep congo,africa
333,1997.0,47798986.0,42.586999999999996,312.188423,dem rep congo,africa
334,2002.0,55379852.0,44.966,241.16587650000002,dem rep congo,africa
335,2007.0,64606759.0,46.461999999999996,277.55185869999997,dem rep congo,africa
336,1952.0,854885.0,42.111000000000004,2125.621418,"congo, rep.",africa
337,1957.0,940458.0,45.053000000000004,2315.056572,"congo, rep.",africa
338,1962.0,1047924.0,48.435,2464.783157,"congo, rep.",africa
339,1967.0,1179760.0,52.04,2677.9396420000003,"congo, rep.",africa
340,1972.0,1340458.0,54.907,3213.152683,"congo, rep.",africa
341,1977.0,1536769.0,55.625,3259.178978,"congo, rep.",africa
342,1982.0,1774735.0,56.695,4879.507522,"congo, rep.",africa
343,1987.0,2064095.0,57.47,4201.194936999999,"congo, rep.",africa
344,1992.0,2409073.0,56.433,4016.239529,"congo, rep.",africa
345,1997.0,2800947.0,52.961999999999996,3484.1643759999997,"congo, rep.",africa
346,2002.0,3328795.0,52.97,3484.06197,"congo, rep.",africa
347,2007.0,3800610.0,55.321999999999996,3632.557798,"congo, rep.",africa
348,1952.0,926317.0,57.206,2627.0094710000003,costa rica,americas
349,1957.0,1112300.0,60.026,2990.010802,costa rica,americas
350,1962.0,1345187.0,62.842,3460.937025,costa rica,americas
351,1967.0,1588717.0,65.42399999999999,4161.727834,costa rica,americas
352,1972.0,1834796.0,67.84899999999999,5118.146939,costa rica,americas
353,1977.0,2108457.0,70.75,5926.876967,costa rica,americas
354,1982.0,2424367.0,73.45,5262.734751,costa rica,americas
355,1987.0,2799811.0,74.752,5629.915318,costa rica,americas
356,1992.0,3173216.0,75.71300000000001,6160.416317,costa rica,americas
357,1997.0,3518107.0,77.26,6677.045314,costa rica,americas
358,2002.0,3834934.0,78.123,7723.447195000001,costa rica,americas
359,2007.0,4133884.0,78.782,9645.06142,costa rica,americas
360,1952.0,2977019.0,40.477,1388.594732,cote d'ivoire,africa
361,1957.0,3300000.0,42.468999999999994,1500.895925,cote d'ivoire,africa
362,1962.0,3832408.0,44.93,1728.8694280000002,cote d'ivoire,africa
363,1967.0,4744870.0,47.35,2052.0504730000002,cote d'ivoire,africa
364,1972.0,6071696.0,49.801,2378.201111,cote d'ivoire,africa
365,1977.0,7459574.0,52.373999999999995,2517.736547,cote d'ivoire,africa
366,1982.0,9025951.0,53.983000000000004,2602.710169,cote d'ivoire,africa
367,1987.0,10761098.0,54.655,2156.9560690000003,cote d'ivoire,africa
368,1992.0,12772596.0,52.044,1648.073791,cote d'ivoire,africa
369,1997.0,14625967.0,47.99100000000001,1786.265407,cote d'ivoire,africa
370,2002.0,16252726.0,46.832,1648.800823,cote d'ivoire,africa
371,2007.0,18013409.0,48.328,1544.750112,cote d'ivoire,africa
372,1952.0,3882229.0,61.21,3119.23652,croatia,europe
373,1957.0,3991242.0,64.77,4338.231617,croatia,europe
374,1962.0,4076557.0,67.13,5477.890018,croatia,europe
375,1967.0,4174366.0,68.5,6960.297861,croatia,europe
376,1972.0,4225310.0,69.61,9164.090127,croatia,europe
377,1977.0,4318673.0,70.64,11305.38517,croatia,europe
378,1982.0,4413368.0,70.46,13221.82184,croatia,europe
379,1987.0,4484310.0,71.52,13822.58394,croatia,europe
380,1992.0,4494013.0,72.527,8447.794873,croatia,europe
381,1997.0,4444595.0,73.68,9875.604515,croatia,europe
382,2002.0,4481020.0,74.876,11628.38895,croatia,europe
383,2007.0,4493312.0,75.748,14619.222719999998,croatia,europe
384,1952.0,6007797.0,59.42100000000001,5586.53878,cuba,americas
385,1957.0,6640752.0,62.325,6092.174359000001,cuba,americas
386,1962.0,7254373.0,65.24600000000001,5180.75591,cuba,americas
387,1967.0,8139332.0,68.29,5690.268015,cuba,americas
388,1972.0,8831348.0,70.723,5305.445256,cuba,americas
389,1977.0,9537988.0,72.649,6380.494965999999,cuba,americas
390,1982.0,9789224.0,73.717,7316.9181069999995,cuba,americas
391,1987.0,10239839.0,74.17399999999999,7532.924762999999,cuba,americas
392,1992.0,10723260.0,74.414,5592.843963,cuba,americas
393,1997.0,10983007.0,76.15100000000001,5431.990415,cuba,americas
394,2002.0,11226999.0,77.158,6340.646683,cuba,americas
395,2007.0,11416987.0,78.273,8948.102923,cuba,americas
396,1952.0,9125183.0,66.87,6876.14025,czech republic,europe
397,1957.0,9513758.0,69.03,8256.343918,czech republic,europe
398,1962.0,9620282.0,69.9,10136.86713,czech republic,europe
399,1967.0,9835109.0,70.38,11399.44489,czech republic,europe
400,1972.0,9862158.0,70.29,13108.4536,czech republic,europe
401,1977.0,10161915.0,70.71,14800.160619999999,czech republic,europe
402,1982.0,10303704.0,70.96,15377.22855,czech republic,europe
403,1987.0,10311597.0,71.58,16310.4434,czech republic,europe
404,1992.0,10315702.0,72.4,14297.021219999999,czech republic,europe
405,1997.0,10300707.0,74.01,16048.51424,czech republic,europe
406,2002.0,10256295.0,75.51,17596.210219999997,czech republic,europe
407,2007.0,10228744.0,76.486,22833.30851,czech republic,europe
408,1952.0,4334000.0,70.78,9692.385245,denmark,europe
409,1957.0,4487831.0,71.81,11099.65935,denmark,europe
410,1962.0,4646899.0,72.35,13583.31351,denmark,europe
411,1967.0,4838800.0,72.96,15937.21123,denmark,europe
412,1972.0,4991596.0,73.47,18866.20721,denmark,europe
413,1977.0,5088419.0,74.69,20422.9015,denmark,europe
414,1982.0,5117810.0,74.63,21688.04048,denmark,europe
415,1987.0,5127024.0,74.8,25116.17581,denmark,europe
416,1992.0,5171393.0,75.33,26406.73985,denmark,europe
417,1997.0,5283663.0,76.11,29804.34567,denmark,europe
418,2002.0,5374693.0,77.18,32166.500060000002,denmark,europe
419,2007.0,5468120.0,78.332,35278.41874,denmark,europe
420,1952.0,63149.0,34.812,2669.529475,djibouti,africa
421,1957.0,71851.0,37.328,2864.9690760000003,djibouti,africa
422,1962.0,89898.0,39.693000000000005,3020.989263,djibouti,africa
423,1967.0,127617.0,42.074,3020.0505129999997,djibouti,africa
424,1972.0,178848.0,44.36600000000001,3694.2123520000005,djibouti,africa
425,1977.0,228694.0,46.519,3081.7610219999997,djibouti,africa
426,1982.0,305991.0,48.812,2879.4680670000002,djibouti,africa
427,1987.0,311025.0,50.04,2880.102568,djibouti,africa
428,1992.0,384156.0,51.604,2377.1561920000004,djibouti,africa
429,1997.0,417908.0,53.157,1895.016984,djibouti,africa
430,2002.0,447416.0,53.373000000000005,1908.2608670000002,djibouti,africa
431,2007.0,496374.0,54.791000000000004,2082.4815670000003,djibouti,africa
432,1952.0,2491346.0,45.928000000000004,1397.7171369999999,dominican republic,americas
433,1957.0,2923186.0,49.828,1544.402995,dominican republic,americas
434,1962.0,3453434.0,53.458999999999996,1662.137359,dominican republic,americas
